content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,review_without_stopwords
"crashed all the time..susah sekali login..sekalinya login, transfer dan kegiatan lainnya failed melulu, diinfo harus pasang waktu yg otomatis, semua sdh dilakukan tapi tidak berubah",1,-0.5,0.3,Negative,"crashed time..susah login..sekalinya login, transfer kegiatan failed melulu, diinfo pasang otomatis, sdh berubah"
top,5,0.5,0.5,Positive,top
"why the hell do i need camera recognition to transfer, and its so so bad, and slow, if i could give zero star, i would",1,-0.49999999999999994,0.5333333333333333,Negative,"hell camera recognition transfer, bad, slow, could give zero star,"
"ribet amat, apa2 pake face recognition, uda gitu susah banget lagi ngedeteksi, 3 hari coba2 buat transfer tapi ga pernah lolos di face recognition, padahal muka gitu2 aja. gila mmg 🙈",1,0.0,0.0,Negative,"ribet amat, apa2 pake face recognition, uda gitu susah banget ngedeteksi, 3 coba2 transfer lolos face recognition, muka gitu2 aja. gila mmg 🙈"
"sudah nggak bagus lagi, uninstall looorrr....",1,0.0,0.0,Negative,"nggak bagus lagi, uninstall looorrr...."
nice n love it,5,0.55,0.8,Positive,nice n love
so far sip sih. gampang pakenya dan bisa manage duit dg baik,5,0.1,1.0,Positive,far sip sih. gampang pakenya manage duit dg
"akun terblokir terus, aplikasi scam kah ini?",1,0.0,0.0,Negative,"akun terblokir terus, aplikasi scam kah ini?"
happy dapet cashback terooozzzs,5,0.8,1.0,Positive,happy dapet cashback terooozzzs
start up nya ngelag,4,0.0,0.0,Positive,start ngelag
keren.. cm diperbagus lagi kecepatan saat kita memashkan pin,5,0.0,0.0,Positive,keren.. cm diperbagus kecepatan memashkan pin
"great ui, relatively fast",4,0.5,0.675,Positive,"great ui, relatively fast"
gak bisa login,1,0.0,0.0,Negative,login
"bank digital pertama yang benar"" aku pake, dan sangat bagus, sangat bisa di andalkan... saran, bikinin dark mode di aplikasi nya kak... 😊",5,-0.075,0.2,Positive,"bank digital benar"" pake, bagus, andalkan... saran, bikinin dark mode aplikasi kak... 😊"
"overall okay, mudah transaksi terutama kalau dari bca juga, bisa dipisah rekening untuk jajan dan untuk nabung jadi lebih bisa budgeting, tapi waktu loading di awal masuk aplikasi masih butuh waktu jadi kurang sat-set, misal kalau mau transaksi di kasir via qris jadi harus prepare dari sebelum antri spy pas bayar gak lama nunggu loading aja 🥲",4,0.25,0.25,Positive,"overall okay, mudah transaksi bca juga, dipisah rekening jajan nabung budgeting, loading masuk aplikasi butuh sat-set, transaksi kasir via qris prepare antri spy pas bayar nunggu loading 🥲"
easy to use,5,0.43333333333333335,0.8333333333333334,Positive,easy use
cant update v. 1.10.0. cant log in to my account 😩. stuck at 99% update. sudah dilayani dgn baik. sudah bisa login,5,0.0,0.0,Positive,cant update v. 1.10.0. cant log account 😩. stuck 99% update. dilayani dgn baik. login
ga bisa transaksi terus.. gmn ya..,1,0.0,0.0,Negative,transaksi terus.. gmn ya..
"bagus bgt, kapan bikin kartu kredit bebas iuran tahunan? jd luar biasa😅",5,0.0,0.0,Positive,"bagus bgt, bikin kartu kredit bebas iuran tahunan? jd biasa😅"
"tolong untuk fitur face recognition pada setiap transaksi ditiadakan, karena sangat tidak praktis terutama saat melakukan pembayaran.",2,0.0,0.0,Negative,"tolong fitur face recognition transaksi ditiadakan, praktis pembayaran."
keren banget... simple bisa bikin tabungan plan abcd dan bisa dicairin kapan aja tanpa ada penalty. daan bisa transfer ke bca sebagai simboknya gratis. virtual account bca juga. hhhmmm simple,5,0.0,0.35714285714285715,Positive,keren banget... simple bikin tabungan plan abcd dicairin penalty. daan transfer bca simboknya gratis. virtual account bca juga. hhhmmm simple
uninstalled!! tidak menerima ktp digital yang jelas2 aplikasi ktp digital itu resmi milik pemerintah!!,1,0.0,0.0,Negative,uninstalled!! menerima ktp digital jelas2 aplikasi ktp digital resmi milik pemerintah!!
dari semalem error melulu,1,0.0,0.0,Negative,semalem error melulu
"cash back banyak, gampang pakenya, daftar jg gampang, fitur banyak",5,0.0,0.0,Positive,"cash back banyak, gampang pakenya, daftar jg gampang, fitur"
"cara login gimana ya? saya sudah punya akun tapi pas masuk selalu buat rekening baru terus, foto ktp saya sudah ada karna memang akun saya sdh ada, cara login gimana tolong dibantu",1,0.0,0.0,Negative,"login gimana ya? akun pas masuk rekening terus, foto ktp karna akun sdh ada, login gimana tolong dibantu"
wihhh. boljug nih udah bisa invest 🔥🔥,4,0.0,0.0,Positive,wihhh. boljug nih udah invest 🔥🔥
good,5,0.7,0.6000000000000001,Positive,good
runyam amat mau daftar aplikasi aja mesti pake screen lock 👎,1,0.0,0.0,Negative,runyam daftar aplikasi mesti pake screen lock 👎
👍👍👍🙏,5,0.0,0.0,Positive,👍👍👍🙏
so far bagus sih.. belom mengecewakan... moga makin oke ya . n makin terpercaya,5,0.1,1.0,Positive,far bagus sih.. belom mengecewakan... moga oke ya . n terpercaya
easier to use,5,0.0,0.0,Positive,easier use
great,5,0.8,0.75,Positive,great
"last update menyebabkan setiap ingin bertransaksi gagal, dan security measure di akhir dengan harus memperlihatkan muka pengguna kurang nyaman dari sisi ux, dan agak aneh dilakukan jika di tempat umum dan memerlukan kecepatan dalam bertransaksi. sudah mencoba kirim by email screen recordingnya, dan dapat balasan delivery email failed.",1,-0.25,0.18333333333333332,Negative,"last update menyebabkan bertransaksi gagal, security measure muka pengguna nyaman sisi ux, aneh kecepatan bertransaksi. mencoba kirim email screen recordingnya, balasan delivery email failed."
ok banget,5,0.5,0.5,Positive,ok banget
best digital bank 👌,5,0.5,0.15,Positive,best digital bank 👌
mantapp cashbacknya,5,0.0,0.0,Positive,mantapp cashbacknya
"i was trying to transfer but it got rejected. not only once, but several times. i have written a complain email, but it got undelivered and there was some binary numbers (which i don't understand) as if the email was error. i don't know where else should i contact for delivering the errors. please fix it. 🙏",3,0.0,0.5,Neutral,"trying transfer got rejected. once, several times. written complain email, got undelivered binary numbers (which understand) email error. know else contact delivering errors. please fix it. 🙏"
"untuk tampilan ui nya terlihat sangat trendy dan tidak terlihat kaku / monoton. untuk experience nya lumayan mudah untuk orang awam yang baru pertama kali menggunakan aplikasi ini. saran saja, untuk fitur shortcut pembayaran qris untuk tidak memasukkan pin terlebih dahulu, dan ketika selesai melakukan scan pembayaran, kemudian menekan tombol kembali- halaman tetap berada di luar aplikasi (dalam posisi tidak login ke dashboard) terima kasih :))",4,0.55,0.95,Positive,"tampilan ui trendy kaku / monoton. experience lumayan mudah orang awam kali aplikasi ini. saran saja, fitur shortcut pembayaran qris memasukkan pin dahulu, selesai scan pembayaran, menekan tombol kembali- halaman aplikasi (dalam posisi login dashboard) terima kasih :))"
"ada gratis transfer antar bank, tapi gagal transfer terus edit : kendala tidak muncul lagi setelah uninstall dan install kembali aplikasi, terima kasih admin yg gercep membantu",4,0.0,0.0,Positive,"gratis transfer bank, gagal transfer edit : kendala muncul uninstall install aplikasi, terima kasih admin gercep membantu"
terbaik..bca gtu super bisa dipercaya..cuma kurang kartu debit fisik aja,5,0.3333333333333333,0.6666666666666666,Positive,terbaik..bca gtu super dipercaya..cuma kartu debit fisik
not able to verify face,1,-0.25,0.625,Negative,able verify face
tidak bisa isi nomor atm. nomor kartu atm tidak sesuai. kok bisa?,1,0.0,0.0,Negative,isi nomor atm. nomor kartu atm sesuai. bisa?
easy to use and always get cashback,5,0.43333333333333335,0.8333333333333334,Positive,easy use always get cashback
freakin' love this app!,5,0.625,0.6,Positive,freakin' love app!
perfect bgt,5,1.0,1.0,Positive,perfect bgt
the best digital banking..easy to use..a lot of rewards and will fulfill your daily need for banking and cashless transaction,5,0.3333333333333333,0.09999999999999999,Positive,best digital banking..easy use..a lot rewards fulfill daily banking cashless transaction
ya allah aplikasinya lemooooot banget. udah depan kasir dia gamau gerak padahal hp saya ga kenapa². kalo serius mau ngembangin blu by digital harusnya serius juga dong ngembangin aplikasinya. malu-maluin bgt nih aplikasinya,1,0.0,0.0,Negative,ya allah aplikasinya lemooooot banget. udah kasir gamau gerak hp kenapa². kalo serius ngembangin blu digital serius ngembangin aplikasinya. malu-maluin bgt nih aplikasinya
"tampilan nya bagus dan user friendly, sayangnya aplikasi nya terlalu banyak animasi. jadinya terkesan lambat dan tidak begitu responsif saat digunakan. dibandingkan bank digital lain juga lebih terasa paling sedikit fitur",4,0.1875,0.25,Positive,"tampilan bagus user friendly, sayangnya aplikasi animasi. terkesan lambat responsif digunakan. dibandingkan bank digital fitur"
"satu yg saya apresiasi dari blu digital adalah anak2 kita yg bekerja didalamnya, kmrn meskipun sy kehilangan kesabaran tapi mereka tetap melayani dgn sopan santun dan berkeinginan utk solve my problem yg terjadi krn kesalahan sendiri (lupa pasword), yg sy apresiasi adalah seorg gadis bernama esther yg bersedia dan sabar dalam membantu menyelesaikan masalah saya. kalo demi keamanan menyimpan uang, sy sarankan utk kita menyimpan uang di bca digital!!",4,0.0,0.0,Positive,"apresiasi blu digital anak2 didalamnya, kmrn sy kehilangan kesabaran melayani dgn sopan santun utk solve problem krn kesalahan (lupa pasword), sy apresiasi seorg gadis bernama esther bersedia sabar membantu menyelesaikan saya. kalo keamanan menyimpan uang, sy sarankan utk menyimpan uang bca digital!!"
"di pertama saya suka. tp baru"" ini crash trus, suddenly logout, mau tranfer daftar bank ny gada . jd gk bz d tranfer dana ny",5,0.0,0.5,Positive,"suka. tp baru"" crash trus, suddenly logout, tranfer daftar bank ny gada . jd gk bz tranfer dana ny"
"okk, aplikasi cukup membantuu",5,0.0,0.0,Positive,"okk, aplikasi membantuu"
"aplikasi yg bermanfaat, terimakasih.",5,0.0,0.0,Positive,"aplikasi bermanfaat, terimakasih."
saya mengalami kesulitan difase pengenalan wajah saat membuka rekening baru. selalu gagal tidak peduli sebagus apapun jaringan internetnya,2,0.0,0.0,Negative,mengalami kesulitan difase pengenalan wajah membuka rekening baru. gagal peduli sebagus apapun jaringan internetnya
nabung mudah dan tanpa biaya adm ya di bca digital,5,0.0,0.0,Positive,nabung mudah biaya adm ya bca digital
aplikasi yg mudah digunakan,5,0.0,0.0,Positive,aplikasi mudah
kalau bisa di tambahkan fitur atur blusavings nya agar bisa di reorder. terima kasih,5,0.0,0.0,Positive,tambahkan fitur atur blusavings reorder. terima kasih
mudah digunakan... bisa utk nabung dgn berbagai tujuan. keren banget pokoknya,5,0.0,0.0,Positive,mudah digunakan... utk nabung dgn tujuan. keren banget pokoknya
hmm sepertinya ada masalah. silahkan coba lagi.. 3 hari sudah begini.. gk bisa ngapa2in.,1,0.0,0.0,Negative,hmm masalah. silahkan coba lagi.. 3 begini.. gk ngapa2in.
i hope the proof of the transaction can be simpler and clearer and can be downloaded,5,0.0,0.0,Positive,hope proof transaction simpler clearer downloaded
"aplikasi ini sangat mudah digunakan, aman, dan memberikan pengalaman baik dalam proses transaksi keuangan",5,0.0,0.0,Positive,"aplikasi mudah digunakan, aman, pengalaman proses transaksi keuangan"
keren bgt apk ini memudahkan bgttttt,5,0.0,0.0,Positive,keren bgt apk memudahkan bgttttt
"fast, free",5,0.30000000000000004,0.7,Positive,"fast, free"
this is very good bank digital...,5,0.45499999999999996,0.39000000000000007,Positive,good bank digital...
"navigasi dan ui-nya agak membingungkan, terlalu banyak respon dari aplikasi. mau transfer aja sedikit bingung di bagian tambah rekening baru. buat lebih simpel min kayak digital bank lainnya.",3,0.0,0.0,Neutral,"navigasi ui-nya membingungkan, respon aplikasi. transfer bingung rekening baru. simpel min kayak digital bank lainnya."
tidak ada menu login,5,0.0,0.0,Positive,menu login
so easy to use,5,0.43333333333333335,0.8333333333333334,Positive,easy use
"verifikasi wajah menyulitkan orang dengan minus tinggi, begitu layar didekatkan untuk baca tulisan, ulang lagi dari awal",2,-0.1,0.1,Negative,"verifikasi wajah menyulitkan orang minus tinggi, layar didekatkan baca tulisan, ulang"
"aplikasinya bagus dan sangat membantu, hanya saja saran untuk penginputan pin, saat ini input pin d blu cukup mencolok jadi takutnya saat input pin jadi mudah terlihat oleh orang lain d sekitar",5,0.0,0.0,Positive,"aplikasinya bagus membantu, saran penginputan pin, input pin blu mencolok takutnya input pin mudah orang"
"app used to be alright, but right now it keeps on crashing everytime im logging in. cant access my funds.",1,0.2857142857142857,0.5357142857142857,Negative,"app used alright, right keeps crashing everytime im logging in. cant access funds."
aplikasi terasa berat dan sendat di galaxy a01,2,0.0,0.0,Negative,aplikasi berat sendat galaxy a01
"saya pindah k blu dr klikbca yg lemot dan kdg2 fail bbrp kali. ternyata saya salah,baik blu dan klik bca lama kelamaan sama aja. mau masuk aja nunggu lama bnr. bgitu masuk lsg eror dan restart. bagi kalian yg mau transaksi cpt,sgt tidak dsarankan pake ini. drpd abis kesabaran.",1,-0.5,0.3,Negative,"pindah k blu dr klikbca lemot kdg2 fail bbrp kali. salah,baik blu klik bca aja. masuk nunggu bnr. bgitu masuk lsg eror restart. transaksi cpt,sgt dsarankan pake ini. drpd abis kesabaran."
haaah ribettt,1,0.0,0.0,Negative,haaah ribettt
"verifikasi wajahnya agak ribet, tapi setelah verifikasi transaksi jadi mudah.",4,0.0,0.0,Positive,"verifikasi wajahnya ribet, verifikasi transaksi mudah."
"sering masalah tiap mau login, kenapa sih dah, hadehhhh",1,0.0,0.0,Negative,"login, sih dah, hadehhhh"
"minta tolong dong diperbaiki sistemnya, tiap mau masuk jaringan terputus mulu, saya mau bayar tagihan malah jadi terkendala gini, wifi kenceng, kuota full kenceng juga jaringan terputus mulu, tanggung jawabnya dong minta tolong banget nih 🤦🏻‍♀️",1,0.35,0.55,Negative,"tolong diperbaiki sistemnya, masuk jaringan terputus mulu, bayar tagihan terkendala gini, wifi kenceng, kuota full kenceng jaringan terputus mulu, tanggung tolong banget nih 🤦🏻‍♀️"
"sangat beda dgn layanan nya bca (aku nasabah yg sdh puluhan tahun di bca). hari ini vcard blu nya sdh di blok krn ga bisa jg dipakai. selanjutnya pindah ke livin aja, semoga lbh ok. bye blu",1,0.5,0.5,Negative,"beda dgn layanan bca (aku nasabah sdh puluhan bca). vcard blu sdh blok krn jg dipakai. pindah livin aja, semoga lbh ok. bye blu"
enak dipakek bagi mahasiswa,5,0.0,0.0,Positive,enak dipakek mahasiswa
praktis tidak lemot,5,0.0,0.0,Positive,praktis lemot
"kayaknya ini bank digital yang paling ribet ya, setiap mau transaksi harus buka mulut, tengok kiri, tengok kanan.",2,0.0,0.0,Negative,"kayaknya bank digital ribet ya, transaksi buka mulut, tengok kiri, tengok kanan."
gagal tersambung terus even sinyal nya good,2,0.7,0.6000000000000001,Negative,gagal tersambung even sinyal good
"sudah oke, tolong perbanyak promonya agar bisa bersaing dengan produk digital yang lain",5,0.0,0.0,Positive,"oke, tolong perbanyak promonya bersaing produk digital"
"parah! uang saya nyangkut dan sampai sekarang ga ada kabar gimna udah telpon ke halobca dan dioper2 dri cs blu ke cs bca (udh seminggu lebih ga ada kabar) dri awal diminta pengisian top up dana, tapi dksih virtual account, trnyta uang nya malah ga nyampe kalaupun saya mengada2 masukkan virtual account sendiri dan vc nya ga muncul, brrti uang nya juga bounce back donk! kalau masuk brrti memang ada kan no nya. tertera cuma bca digital tpi uangnya ga masuk sampai sekarang",1,0.16666666666666666,0.16666666666666666,Negative,"parah! uang nyangkut kabar gimna udah telpon halobca dioper2 dri cs blu cs bca (udh seminggu kabar) dri pengisian top dana, dksih virtual account, trnyta uang nyampe mengada2 masukkan virtual account vc muncul, brrti uang bounce back donk! masuk brrti nya. tertera bca digital tpi uangnya masuk"
"aplikasi sampah!! customer service arogan dan pemalas!!! baik cs telp, email, whatsapp dan aplikasi semuanya sama saja!!! tidak ada standard pelayanan customer!! bahkan bank kecil lainnya saja tahu bagaimana menghubungi customer-nya!!! dan bukannya mem-ping pong customer!!!! jangan pernah menginstal aplikasi ini dan mempercayakan dana anda apabila tidak ingin menyesal!!!!!",1,0.0,0.0,Negative,"aplikasi sampah!! customer service arogan pemalas!!! cs telp, email, whatsapp aplikasi saja!!! standard pelayanan customer!! bank menghubungi customer-nya!!! mem-ping pong customer!!!! menginstal aplikasi mempercayakan dana menyesal!!!!!"
