final_content,sentiment
ok,positif
aneh pakaisusah ngatur pin salah kendalamasa kendala terus,negatif
bikin hepi,positif
okebangetblue,positif
mksh bantu,positif
god job,positif
kenal wajah susah banget hp stabil wajah tetep sampe blokir ayo,negatif
mantab,positif
enak tf gratis bayar tarik tunai bayar jg otw uninstal target marketnya,negatif
event bluday ful scam kode cashback coba valid code tolong tl ful kecewa,negatif
daftar scan wajah mau dah tingal scan wajah uninstal sampe scan,negatif
bagus,positif
fiturnya suka lambat aplikasi moga baik,positif
fitur inovatif lengkap sayang admin tari tarik tunai atm sndri,positif
tarik tunai bayar va poko ribet,negatif
tampil oke mudah senang,positif
masuk pakai transaksi fre kena biaya lumayan,negatif
muas,positif
moga bantu,positif
bantu mudah transaksi cepat pinjam penuh butuh trimakasih by,positif
bangetsyg ny tf kena tarif tf,positif
males ah skrang transfer kena biaya tarik tunai biaya,negatif
cacat bug mending benerin deh bug eror nyusahin orang dikit verivikasi wajah mulu,negatif
transfer sulit jam operasional,negatif
tarik tunai atm kena biaya admin mending pindah apapanya gratis fre biaya,negatif
bangke susah banget daftar pas masukin kode otp jaring sedia x nyoba bgtu,negatif
tarik tunai fre,positif
bagus lancar lapor trackingnya,positif
buruk uang tertendak transaksi apa,negatif
pakai biaya tari atm,negatif
asik fe admin,negatif
kasih b fitur virtual acountnya kasih b kalo banyakin promo promonya biar guna betah,positif
diupdate kacau sblm baru bayar va nulis harga tf usaha pakai biaya admin cb pakai bifast alas nomor rekening daftar bifast lha aneh,negatif
bagus transaksi lancar jaya,positif
tarik tunai bayar,negatif
verifikasi akun wajah susah masuk,negatif
so far so god,positif
enak setor tunai atm bnyak syarat,negatif
eror terus koneksi,negatif
tolong benerin ferifikasi wajah senyum macem,negatif
bagus,positif
enak banget fre biaya adm topup ewalet tf saving jg grouping moga fisik kartu thank,positif
buka rekening susah bilang jaring bagus nama kampung jaring bagus kaya kota,negatif
keren,positif
enak admin tarik tunai admin,negatif
sory pindah hati habis pelit,negatif
sekrng klu trik tunai atm adminy mles mkey lgiauto unistal,negatif
pakai bagus kesini kesana kena biaya tarik tunai atm kena biaya tf kena biaya,negatif
pakek revereal biar daftar fc mahroywon,positif
astaga kesinimakin kayak taik verifikasi wajahberasa aplikator driver online mutu kualitas bcaudah aspek pakein administrasi ngambil uang atm kena admin ajar sma tmrw tuh bebas admin tarik via atm kektransaksi kek lagu central asiatpi tp biaya admin males naro duit bnyak kena charge admin,negatif
puas pkek pakek ribet,positif
setor tunai kena biaya,negatif
recomended pakai semenjak baru tarik setor kena admin atm sndiri pakai produk admin tarik tunai atm,negatif
rek bisnis okalau kantong ok seringkali usaha,positif
transaksi va bisatranfer,negatif
pakai perangkat daftar hp saran cs suruh pakai perangkat baik suruh pakai perangkat jaring normal masuk hp,negatif
oke admnya mahalharusnya fre tf,positif
kecewa banget fitur setor tunai biaya transaksi mending kalo uang langsung masuk masukin ulang kayak setor tunai atm mending topuptransfer minimarket deh bayar dilayanin uang langsung masuk,negatif
bebas biaya admin transaksi bifast baru versi nih sedia versi cerita bebas biaya admin serius sih mudah nasabah tipu sih,negatif
ad biaya admin pdahal setr tun,negatif
tf ea sich,negatif
god,positif
fitur banyak,positif
god,positif
proses mudah cepat,positif
setor n tarik atm kena biaya admin transaksi dulunya gemar pakai migrasi konfensionwl,negatif
bagus,positif
beli voucher gogle play redem chat cs via wa bantu rb layang,negatif
biaya administrasi setortarik tunai klo setortarik tunai potong admin pertransaksih bangkrut guna mohon baik,negatif
setor tunai cepat,positif
transaksi serba bayartarik tunai bayar,negatif
circle jenius,negatif
buruk daftar kendala banget masukin data loading buruk masukin kode otp eh gada nyampe kode nomer ubah pakai hapus gin admin klo tf usaha ko adminya,negatif
by tarik tunai kena admin lucu god bye,negatif
bebas biaya adm list developer setortarik tunai atm kena biaya adm sih ya nasabah eh gitu bayangin x setor tarik tunai driver ojol kya nih kena adm setor tunai kena adm nih pas tf ewalet banyangkn haha terima kasih break,negatif
qoy mana masuk da tulis masuk masuk akun payah tampil mya mana ngaco suruh daftr akun ngerti donk bikin aneh,positif
pilih cerdasitu dulusekarang ko biaya tarik tunaidulu cs gratismaf bintang kurang,negatif
bagus mudah,positif
tark tunai setor tunai adminya,negatif
mari gabung bagus lho,positif
kecewa kaya transfer bcatarik tunaisetor tunai gratis biaya adminya transfer atm biaya kaya tranfer beda tarik tunai kena,negatif
laku konsumen kayak nasabah pinjol transaksi pakai pin tp suruh scan wajah suruh hadap kanan kiri buka tutup mulut gila bayar makan pakai uang kayak utang pinjol paksa,negatif
suka pakai,positif
kena biaya administrasi tari mulu punyak biaya administrasi bingung tolong mind biaya administrasi,positif
gajelas,negatif
ok,positif
tarik tunai n nabung kena charge mahal,negatif
bagus,positif
langkah,positif
bagus,positif
tolong virtual acaontnya pilih bagus up,positif
setor tarik tunai mahal gratis usaha minimal biaya topup dompet tarik milenial,positif
bagus harapanya moga kartu atm,positif
eror mulu sampah saldo blng kaga cukup kocak,negatif
bantu,positif
vitur kepake va scan barcode bagus up e money eror mulu,negatif
baru mengangu biaya tariksetor tunai gratis batas,negatif
guna banget tarik tunai kartu ko kena admin mahal banget gilayang ngasih ide mas hidup si,negatif
tarik tarik tunai kena biaya admin kena admin,negatif
bagus mudah,positif
bantu males urus mobile,positif
x liat produk makan uang nasabah setor tarik tunai kena biaya admin potong bulan utama transfer rekening nak biaya ramah customer gigit bagus pakai banding,negatif
bagus,positif
mw buka rek vidio cal munkinlah buang kuota mndingan bwt kerja kerja kerja laen syarat ribet proses cepat seabank,positif
neng make blueh kmri mari skli tf buruk banget mahal k ataylu k wajar,negatif
rekomend batas jatah tf akun promo bera berat tarik tunai mesin kena tarif by apa,negatif
coba daftar pas sampe tahap vcal cs cs jutek banget gabisa daftar rekening gatau alas cs langsung dimatin vcal,negatif
ribet sampe pakai video cal mending pakai dana gopay aman,negatif
lambat dikit,positif
eror mulu kesel deh doank lancar lamalama ngeselin,negatif
fre transfer al unlimited kek permatamobilex,negatif
bagus,positif
kasih saran bagus fitur pinjam paylater gitu butuh cepat urgent,positif
kaya rame pakai mah kena admin,negatif
pakai simple bagus,positif
mudah transaksi,positif
uninstal aplikasi semenjak biaya konvensional,negatif
oke banget,positif
gratis tf mingu knpa bayar iya bingungya fre bayar heran beda gmna pakai bi fast tp kena biaya nga fre ter baru kalou nga updet nga pakai,negatif
bagus,positif
ui bagus kembangin biar lambat pakai hp,positif
bug sinyal buka game online lancar,negatif
ribet,negatif
tarik tunai batasigak guna ni satu penuh syarat tentu guna hapus aplikasi,negatif
mudah aman modus kriminal,positif
god luck,positif
pin gagal,negatif
setor tunai atm kena biaya admin tarik tunai atm kena biaya admin transfer kena biaya admin sampelah bulan kena biaya admin,negatif
tarik tunai kena biaya kemarin kemarin egk tuh,negatif
otw tutup akun blomir aja bayar mending pakai ewalet,negatif
virtual berharihari iya baik sistem tolong baik makan,positif
buka rekening habis verifikasi ktp loading,negatif
tarik tunai biaya admin mending pakai mybca dah,negatif
mahal banget biaya transfer mobile sampe transaksi gratis rekening transaksi beda mobile sampe ampun deh,negatif
buruk banget woi narik duit jam gabisa logingada internet bapakau mlah suruh nungu jam khanjut,negatif
ribet susah paki setor tarik kena admin lumayan virtual acount gabisa dipake susah ribet,negatif
niat pakai gada biaya admin bulan fitur gampang seribet k si eh biaya tarik tunai biaya transfer emang sih admin bulan gada boncos kalo tarik tunai admin ributarikan gratis cuman kalo voucher males pakai mending pakai k,negatif
biaya admin ubah,negatif
senang trima kasih,positif
kaya tangal merah masuk transfer adminya stor tunai kena admin,negatif
kecewa tarik tunai setor tunai atm kena biaya,negatif
serba bayar setor tunai bayar tf bayar malesin mending uninstal,negatif
tarik tunai pakai adminmakin males make neng,negatif
masuk android go edition padahala simpenan dah lanjur dimasukni situ eh eror mulu masuk tolong perbaikin,negatif
ok,positif
guna setia satu transaksi kecewa fe tf fe huh,negatif
biaya transfer mahal,positif
narik atm kena potong,negatif
biaya rp ambil atm doang transfer kena biaya transfer,negatif
buka rekening masuk saldo ps cek saldo nol kecewa,negatif
transfer fre semenjak baru kena biaya,negatif
tarik tunai pakai kartu tarik tunai mesti kena biaya adm,negatif
wah pakai biaya admin d stiap tari d atm dah uninstal kalo gin mending pakai belah wd d atm,negatif
bagus,positif
god,positif
bebas biaya admin bulan sensitifitas masuk bagus lambat manage kantong buka deposito non buku tabung cair kpan sesuai butuh bunga lumayan lngsung mastercard kartu non fisik kurang merchants blukebanyakan syariah kadang tambah teman sya tf rekblu tahudikira norek muncul trnyata kategori beda,positif
tarik tunai bagus up ewalet min beranda,negatif
bagus,positif
tarik tunai sekrang kena biaya maleske kena biaya kalo rewardnya habis kena biaya jugakalo apapa kena adm males pakai,negatif
bagus mudah berkah,positif
membantumudah praktis,positif
setor tunai bayar alam setor tunai x uang lumayan potong,negatif
bagus,positif
wkwk tarik tunai setor tunai,negatif
pakai transaksi transfer fre biaya transfer tarik tunai fre biaya admin transfer kena biaya transfer tarik tunai atm kena biaya adm,negatif
nyaman pakai sistem setortarik tunai bayar transfer bayar,positif
apikasinya lambat banget suruh sambungin pas butuh urgent tolong baik,negatif
bantu cepat dqn efesien mgkn efort ajar menu dalam registrasi lumayan,positif
kecewa si setor tunai biaya admin emang nominal kek aneh nyetor kena admin hihi tuju kalo biaya admin bulan ketimbang nyetor admin hihi,negatif
ui bagus friendly berat stortarik tunai atm kena biaya kuota gratis pakai kemarin sistem bcanya alas,negatif
nice,positif
tarik tunai rupiah bye bye tutup akun,negatif
baik,positif
god,positif
buset kena admin enak pakai langsung,negatif
sih lumayan bagong transaksi tarik tunai bikin lumanyun kena adm buruk chuaks,negatif
ok,positif
kecewa guna tarik tunai kena biaya admin rp lumayan notabene mana bawa uang berfikir sistem tarik tunai biaya admin beban tuju potong laku biaya admin rp tari terima kasih mohon evaluasi,negatif
jokofirmansah,positif
bagus sih tarik tunai doang admin sepi guna nyesel banget bagus e money serba pakai admin tarik tunai,negatif
andal biaya transfer gratis baru buruk,negatif
akun transfer terima transfer kacau kacau,negatif
suka cashback,positif
loyalty baru setor tunai tarik tunai atm pakai kuota buruk banget kalo tarik tunai atm masuk akal atm pilih kasih tambahin pinjam online bunga rendah jenius btpn biar saing tambahin paylater transaksi online ofline,negatif
boros stortarik tunai kena admin terus klo tarik tunai okelah lah setor kena admin hadeh,negatif
berat tambah biaya admin tarik tunaipuft,negatif
payah tarik tunai atm batas kena admin payah anak cabang bisnis nyaman kasih bintang jk spt tarik tunai gratis,negatif
dah transfer virtual acount,negatif
terima kasih atur uang mudah tf biaya moga nyaman fitur tambah,positif
transfer tarik tunai bayar huft kecewa bagus,negatif
apdet aps gratis,positif
bagus sih systemnya servernya responsif jaring stabil respon servernya proses,positif
berat bug kayak aplikasi urus,negatif
buruk pagi eror aktifitas uang beli bensin semuaparah mah,negatif
nice,positif
simpel,positif
terima kasih,positif
kesini jaring ok putus biaya adminya auto paling mah,negatif
sesi putus,positif
kenal wajah gagalapa operasi plastik dludah mending pakai mbanking,negatif
bagus bmgt,positif
bagus muas poko y baik trimakasih smoga sukses,positif
tarik tunai pakai admin setor tunai pakai admin suka sayasuka versi payah,negatif
buruk layan kali kali tarik tunai sambung putus pakai wifi ganti kuota niat bikin masuk sambung putus banget,negatif
konyol bgtganti hplupa paswordakun lock verifikasi wajah lagieh kudu pakai kacamata mata mintulisan kebacagak perintah suaradan gagal terusbca memudahkanini rempong bangetyax bodoh menang sendirikalo nasabah pakai kaca mata mintutup masal kalo akun lock,negatif
kecewa transfer bcatariksetor tunai kena biaya admin,negatif
ok,positif
gangu konsisten,negatif
enak jg pakai,positif
no kendala kesini kendala tari uang potong va pakai mohon baik,negatif
bagus susah transaksi,negatif
tingal nih transaksi batas,negatif
payah aplikasi tarik tunai kenacas pemberitahuan mending belah dah,negatif
buruk dah kena admin by,negatif
va transfer kena biaya transfer,negatif
tarik tunai kenain biaya admin biaya admin anehmisal narik x aneh kali,negatif
pakau aman lancar rewardsnya batas transfer bi fast sedia,positif
bikin pin bisabisa bayar rb bua bikin rekening siasia buang uang rb asui,negatif
transfer kena biaya tarik tunai kena biaya padah narik atm gembel,negatif
simple,positif
mantap,positif
mayan,positif
tarik tunai kena admdan admnya gede bangetdan kena adm skrang kena adm gede banget,negatif
baik,positif
bagus kena admin tarik tunai malas bye,negatif
tarik tunai bayar yuk pindah,negatif
kesini karuan atur niat rekening biar bebas admin batas admin transaksi setor tarik bikin ribet pindah,negatif
tolong hilang tampil highlight masuk hape lawas lambat masuk tampil highligt gambar,negatif
bagus,positif
hadehtarik tunai bayarbank jganeh ni,negatif
buruk aplikasi gabisa transaksi mrt,negatif
is the best,positif
bagus,positif
buruk loading masalah,negatif
tari uang kena admin rupiah berat ngx rekomended skrang,negatif
baru bayar tarik tunai bayar kuota gratis x virtual acount gabisa dipake loading banyak program ina inu dipake gabisa mbca worth it,negatif
bagus,positif
one deh,positif
jaring ilang bagus banget kecewa berat daftar ajh kaya ngantri sembako,negatif
setor tunai terang hasil saldo tambah transfer terang hasil saldo masuk tarik tunai biaya admin masalah,negatif
god,positif
semenjak baru gbisa tf pakai virtual acount,negatif
