content,score,at,thumbsUpCount,replyContent,final_content,tokens_stemmed
keren bgt,5,2022-10-25 16:44:42,0,"Hai Kak Wara, terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",bagus banget,"['bagus', 'banget']"
mempermudah mengelola keuangan. Sejauh ini minim bug.,5,2022-10-25 16:36:23,0,"Hai Kak Ilham, terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",mudah kelola uang minim bug,"['mudah', 'kelola', 'uang', 'minim', 'bug']"
blu oke,5,2022-10-25 16:06:27,0,"Hai, Kak Jiun. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak kedepannya. 😊
",oke,['oke']
ok banget,5,2022-10-25 13:37:46,0,"Hai, Kak Endry. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak kedepannya. 😊",ok banget,"['ok', 'banget']"
BCA is the Best forever..,5,2022-10-25 13:17:34,0,"Hai, Kakak. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak kedepannya. 😊",is the best forever,"['is', 'the', 'best', 'forever']"
pencatatan transaksi lebih mudah,5,2022-10-25 13:13:45,0,"Hai, Kak Veto. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak kedepannya. 😊
",catat transaksi mudah,"['catat', 'transaksi', 'mudah']"
bagus banget memudahkan transfer ke rekening lain tanpa biaya admin,5,2022-10-25 11:19:14,0,"Hai Kak Nurjannah, terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",bagus banget mudah transfer rekening biaya admin,"['bagus', 'banget', 'mudah', 'transfer', 'rekening', 'biaya', 'admin']"
Bagus,5,2022-10-25 10:40:49,0,"
Hai, Kak Yayak. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak kedepannya. 😊
",bagus,['bagus']
Terbaik dan berkesan 😁. Kalo bisa nyediakan kartu nya sarannya kak.,5,2022-10-24 22:42:02,0,"Hai, Kak Andreas Pratama, terima kasih atas ulasan dan saran yang Kakak berikan. Saat ini blu belum tersedia kartu ATM-nya, tunggu inovasi terbaru dari blu selanjutnya ya Kak. 😊",baik kesan kalo nyediakan kartu saran kak,"['baik', 'kesan', 'kalo', 'nyediakan', 'kartu', 'saran', 'kak']"
mantap,5,2022-10-24 20:17:22,0,"Hai Kak Mutiara Annisa. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",bagus,['bagus']
"WOW, AMAZING, AWESOME, IMPRESIVE. THIS PREFECT",5,2022-10-24 19:30:30,0,"Hai Kak Arzetta. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",wow amazing awesome impresive this prefect,"['wow', 'amazing', 'awesome', 'impresive', 'this', 'prefect']"
knp pas pendaftaran saat foto selvi gagal terus??,2,2022-10-24 19:19:35,0,"Hai Kak Solikhin. Maaf atas ketidaknyamanannya, jika terkendala verifikasi wajah mohon pastikan: -Tidak memakai sunglasses -Tidak memakai masker -Tidak backlight (preferably background tembok polos) -Di tempat yg terang dan posisi wajah di dalam lingkaran -Menggunakan aplikasi blu yang terupdate.",pas daftar foto selvi gagal,"['pas', 'daftar', 'foto', 'selvi', 'gagal']"
Csnya tidak ramah banget ngegas banget.....,1,2022-10-24 18:34:56,0,"Hai Kak Christian. Maaf atas ketidaknyamanannya, kami akan selalu berusaha memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak, kendala Kakak mohon sampaikan detail kendala Kakak ke layanan email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",csnya ramah banget ngegas banget,"['csnya', 'ramah', 'banget', 'ngegas', 'banget']"
Setiap kali saya mau membuat rekening baru selalu saja force closed.,3,2022-10-24 16:55:48,0,"Hai Kak Pradipta Hargie Salindri. Maaf atas ketidaknyamanannya, kami akan selalu berusaha memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak, kendala Kakak mohon pastikan jaringan internet Kakak dalam kondisi stabil dan tidak menggunakan jaringan WiFi atau mohon sampaikan detail kendala ke email haloblu@bcadigital.co.id ya.",kali rekening force closed,"['kali', 'rekening', 'force', 'closed']"
oke kren,5,2022-10-24 16:13:35,0,Hai Kak Andri Gunawan Rambe. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak kedepannya. 😊,oke kren,"['oke', 'kren']"
mantab,5,2022-10-24 16:01:29,0,Hai Kak Demank. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Selamat menikmati kemudahan dan serunya fitur-fitur transaksi yang blu sudah siapkan ya. 😊,bagus,['bagus']
Kerennnnn Mantappppp👍👍👍,5,2022-10-24 14:15:47,0,"Hai, Kak Camelia. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",keren mantap,"['keren', 'mantap']"
"Bingung cara pembuatan rekeningnya, kata CSnya data belum lengkap, padahal sudah di foto semua. Semoga lebih baik lagi",1,2022-10-24 13:53:03,1,"Hai, Kak Imran. Maaf atas ketidaknyamanannya. Minblu saranin Kakak memastikan kembali data-data yang dibutuhkan dan pastikan sesuai juga dengan data di e-KTP ya.",bingung buat rekening csnya data lengkap foto moga,"['bingung', 'buat', 'rekening', 'csnya', 'data', 'lengkap', 'foto', 'moga']"
Bantuin buat ngatur keuangan banget karna ada fitur blusavingnya jd nabung bisa d bagi2 sesuai kebutuhan masing2.. Blugethrr jg bisa buat nabung bareng bareng pasangan ato bareng temen arisan dll.. Ada Cashback bnyaj banget lagii... Simpel tp manfaatnya buanyaakkk 😍😍,5,2022-10-24 12:25:02,1,"Hai Kak Jessica Ira, terima kasih atas review dan ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jangan lupa share cerita seru dan ajak orang terdekat buat gabung biar juga bisa punya cerita seru bareng blu ya Kak.",bantuin ngatur uang banget fitur blusavingnya nabung d sesuai butuh blugethr jg nabung bareng bareng pasang ato bareng temen arisan dl cashback bnyaj banget lagi simpel manfat buanyak,"['bantuin', 'ngatur', 'uang', 'banget', 'fitur', 'blusavingnya', 'nabung', 'd', 'sesuai', 'butuh', 'blugethr', 'jg', 'nabung', 'bareng', 'bareng', 'pasang', 'ato', 'bareng', 'temen', 'arisan', 'dl', 'cashback', 'bnyaj', 'banget', 'lagi', 'simpel', 'manfat', 'buanyak']"
"Ribet urusannya setiap transaksi minta verifikasi wajah, sering gagal pula. Kalo complain cari solusi juga, ya ampun SLA 5 hari, tambah harus kirim dokumen lagi seperti awal. Mana telpon ke call center 1500668 biayanya mahal, sampai habis 50K hanya ditanya hal2 yg tidak penting",1,2022-10-24 12:08:45,3,"Hai Kak Syamsul. Maaf atas ketidaknyamannya, untuk permintaan pengiriman dokumen merupakan ketentuan dari BCA Digital ya Kak, saat ini menghubungi haloblu 1500668 bisa dilakukan melalui aplikasi haloBCA dan bebas biaya pulsa, kendala transaksi yang dialami mohon sampaikan detail atau respon gambar kendala Kakak salah satunya ke Twitter @haloblu ya.",ribet urus transaksi verifikasi wajah gagal kalo complain cari solusi ampun sla kirim dokumen telpon cal center biaya mahal habis k,"['ribet', 'urus', 'transaksi', 'verifikasi', 'wajah', 'gagal', 'kalo', 'complain', 'cari', 'solusi', 'ampun', 'sla', 'kirim', 'dokumen', 'telpon', 'cal', 'center', 'biaya', 'mahal', 'habis', 'k']"
sangat recomend buat nabung,5,2022-10-24 11:41:43,0,"Hai Kak Ahmad Dayroby. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",recomend nabung,"['recomend', 'nabung']"
Susah angel..®®®®,3,2022-10-24 10:31:50,0,"Hai, Kakak. Maaf atas ketidaknyamanannya. Jika Kakak mengalami kendala verifikasi wajah maka pastikan berikut:
- Pastikan Kakak tidak memakai sunglasses
- Pastikan tidak memakai masker
- Tidak backlight (disarankan background polos)
- Di tempat yang terang
- Posisi wajah di dalam lingkaran
- Pastikan aplikasi blu versi terbaru.",susah angel,"['susah', 'angel']"
good,5,2022-10-24 10:21:34,0,"Hai, Kak Basri. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",god,['god']
mantap,5,2022-10-24 08:55:38,0,"Hai, Kakak. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",bagus,['bagus']
BCA Digital semakin praktis dan fleksibel dalam bertransaksi👍,5,2022-10-24 08:20:32,0,"Hai, Kak Agoez. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",praktis fleksibel transaksi,"['praktis', 'fleksibel', 'transaksi']"
Kren pake BCA blu mantap mksih smoga aman menyimpan tabungan,5,2022-10-24 07:49:11,0,"Hai, Kak Deni. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",kren pakai bagus mksih smoga aman simpan tabung,"['kren', 'pakai', 'bagus', 'mksih', 'smoga', 'aman', 'simpan', 'tabung']"
Ok,5,2022-10-24 06:45:36,0,"Hai, Kak Sazali. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",ok,['ok']
"Kenapa dah 2 hari saldo ngga masuk "" ya Apa Lagi gangguan",5,2022-10-24 06:13:25,0,"Hai Kak Dani, maaf atas ketidaknyamanan yang Kakak alami. Saat ini blu tidak ada kendala. Mohon sampaikan detail respon atau kendala yang Kakak alami ke Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam)
",dah saldo masuk gangu,"['dah', 'saldo', 'masuk', 'gangu']"
Keren poollllll...transaksi selalu yesss,5,2022-10-24 06:00:54,0,"Hai, Kak Martono. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",bagus poltransaksi yes,"['bagus', 'poltransaksi', 'yes']"
Bagus sekali praktis,5,2022-10-24 05:47:03,0,"Hai, Kak Perdi. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",bagus praktis,"['bagus', 'praktis']"
mudah2an komitmen blu tetap ok,5,2022-10-24 04:15:54,0,"Hai, Kak Iman. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Selamat menikmati kemudahan dan serunya fitur-fitur transaksi yang blu sudah siapkan ya. 😊",mudah komitmen ok,"['mudah', 'komitmen', 'ok']"
Apk ga bisa di akses sesi habis muluh,3,2022-10-24 01:43:36,0,"Hai Kak Wahyu, maaf atas ketidaknyamanan yang Kakak alami. Kami akan selalu berusaha memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Mohon sampaikan detail respon atau kendala yang Kakak alami ke Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam)
",akses sesi habis muluh,"['akses', 'sesi', 'habis', 'muluh']"
so far so good,4,2022-10-24 01:10:18,0,"Hi, Echan. Thank you for the review. Hopefully blu can always give the best to meet all your banking needs. Enjoy the convenience and excitement of the transaction features that you have prepared. 😊",so far so god,"['so', 'far', 'so', 'god']"
Tes dlu.,2,2022-10-23 22:07:18,0,"Hai Kakak, maaf atas ketidaknyamanan yang Kakak alami. Kami akan selalu berusaha memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Mohon sampaikan detail respon atau kendala yang Kakak alami ke Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam)",tes,['tes']
Tolong kepada BCA digital aplikasi setelah di perbaharui malah gak bisa transaksi. Mohon di perbaiki,3,2022-10-23 22:05:39,0,"Hai Kak Indra, maaf atas ketidaknyamanan yang Kakak alami. Kami akan selalu berusaha memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Mohon sampaikan detail respon atau kendala yang Kakak alami ke Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam)
",tolong baharu transaksi mohon baik,"['tolong', 'baharu', 'transaksi', 'mohon', 'baik']"
Sudah bagus. Jika bisa ditambahkan kartu debit fisik dengan warna hitam platinum 👍,4,2022-10-23 21:52:29,0,"Hai, Kak Budhi. Terima kasih atas ulasannya, kami akan selalu berusaha memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak, tunggu inovasi terbaru dari blu selanjutnya dan tunggu tanggal mainnya. 😊",bagus kartu debit fisik warna hitam platinum,"['bagus', 'kartu', 'debit', 'fisik', 'warna', 'hitam', 'platinum']"
lebih cepat transaksi nya,4,2022-10-23 21:32:06,0,"Hai, Kak Phen. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak kedepannya. 😊",cepat transaksi,"['cepat', 'transaksi']"
Membuat semua jadi mudah,5,2022-10-23 20:48:46,0,"Hai, Kak Rika Sari. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Selamat menikmati kemudahan dan serunya fitur-fitur transaksi yang blu sudah siapkan ya. 😊",mudah,['mudah']
Mantap transaksi kapanpun di manapun👍,5,2022-10-23 20:46:37,0,"Hai, Kak Sugianto. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Selamat menikmati kemudahan dan serunya fitur-fitur transaksi yang blu sudah siapkan ya. 😊",bagus transaksi mana,"['bagus', 'transaksi', 'mana']"
Buat rek blu gk sampai 5 menit.dh langsung bisa d pakai tampilanya keren.IMAMS9RON jangan lupa,5,2022-10-23 20:25:13,0,"Hai, Kak Sadali. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak kedepannya. 😊",rek menitdh langsung d pakai tampilanya kerenimamsron lupa,"['rek', 'menitdh', 'langsung', 'd', 'pakai', 'tampilanya', 'kerenimamsron', 'lupa']"
bank digital bagus. punya bilyet deposito digital,5,2022-10-23 19:35:37,0,"Hai, Kak Ichwan Parkasi. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",bagus bilyet deposito,"['bagus', 'bilyet', 'deposito']"
Masih sering gangguan ketika transaksi. Kalau sudah lancar tak kasih bintang 5,1,2022-10-23 19:28:22,0,"Hai, Kak Muhammad Afif. Maaf atas ketidaknyamanannya. Mohon Kakak kirimkan respon gambar kendala yang dialami lewat DM Twitter @haloblu ya agar dapat kami analisa lebih lanjut.",gangu transaksi lancar kasih bintang,"['gangu', 'transaksi', 'lancar', 'kasih', 'bintang']"
transfer ke beda bank kena ADM isi dana kna adm katany gratis biaya Adam mohon d perbaiki,3,2022-10-23 19:20:52,0,"Hai, Kak @Ade Chaeru. Maaf atas ketidaknyamanannya. Transfer online ke bank lain dikenakan biaya Rp6.500,- per transaksi, namun bebas biaya jika Kakak pakai bluRewards, pastikan kuota bluRewards masih tersedia. Untuk top up Dana saat ini dikenakan biaya Rp1.000,- per transaksi ya Kak.",transfer beda kena adm isi dana kna adm katany gratis biaya adam mohon d baik,"['transfer', 'beda', 'kena', 'adm', 'isi', 'dana', 'kna', 'adm', 'katany', 'gratis', 'biaya', 'adam', 'mohon', 'd', 'baik']"
"asli keren bangat, simple.",5,2022-10-23 18:47:55,0,"Hai, Kak Ibraa Muchtarii. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",asli bagus bangat simple,"['asli', 'bagus', 'bangat', 'simple']"
mantab,5,2022-10-23 18:24:50,0,"Hai, Kak Umi Istiqomah. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak kedepannya. 😊",bagus,['bagus']
"mantap....trimkasih bca...,trnsaksi lebih mudah",5,2022-10-23 17:51:35,0,"Hai, Kak Yanto Indra. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak kedepannya. 😊",mantaptrimkasih bcatrnsaksi mudah,"['mantaptrimkasih', 'bcatrnsaksi', 'mudah']"
